1,1,210.0,250.07,92.83999999999997,40.74000000000001,1,1,1.0
1,2,122.84,331.55,130.74,59.68000000000001,1,1,1.0
1,3,733.89,266.18,68.22000000000003,37.889999999999986,1,1,1.0
2,1,210.0,250.1,92.83999999999997,40.73999999999998,1,1,1.0
2,2,99.16,334.39,132.64000000000001,59.68000000000001,1,1,1.0
2,3,720.63,268.07,68.21000000000004,37.900000000000034,1,1,1.0
3,1,210.0,250.13,92.83999999999997,40.73000000000002,1,1,1.0
3,2,74.53,338.18,139.27,59.68000000000001,1,1,1.0
3,3,710.21,269.97,68.20999999999992,37.889999999999986,1,1,1.0
4,1,210.0,250.16,92.83999999999997,40.72999999999999,1,1,1.0
4,2,48.95,341.02,142.14999999999998,59.68000000000001,1,1,1.0
4,3,696.0,269.97,70.10000000000002,37.889999999999986,1,1,1.0
5,1,210.0,250.18,92.83999999999997,40.74000000000001,1,1,1.0
5,2,20.53,346.71,142.15,59.68000000000001,1,1,1.0
5,3,682.74,273.76,70.10000000000002,37.889999999999986,1,1,1.0
6,1,210.0,250.21,92.83999999999997,40.73999999999998,1,1,1.0
6,2,1.58,352.39,142.14999999999998,59.68000000000001,1,1,1.0
6,3,665.68,272.81,73.92000000000007,37.89999999999998,1,1,1.0
7,1,210.0,250.24,92.83999999999997,40.73000000000002,1,1,1.0
7,2,0.63,356.18,124.17,66.32,1,1,1.0
7,3,652.42,276.6,76.78000000000009,38.799999999999955,1,1,1.0
8,1,210.0,250.26,92.83999999999997,40.74000000000001,1,1,1.0
8,2,0.63,356.18,99.57000000000001,66.32,1,1,1.0
8,3,638.21,279.44,76.77999999999997,38.80000000000001,1,1,1.0
9,1,210.0,250.29,92.83999999999997,40.73999999999998,1,1,1.0
9,2,0.63,362.8,75.87,59.69999999999999,1,1,1.0
9,3,623.05,280.39,76.78000000000009,38.80000000000001,1,1,1.0
10,1,210.0,250.32,92.83999999999997,40.74000000000001,1,1,1.0
10,2,0.63,366.6,52.169999999999995,55.89999999999998,1,1,1.0
10,3,606.0,284.18,79.62,41.620000000000005,1,1,1.0
11,1,210.0,250.35,92.83999999999997,40.72999999999999,1,1,1.0
11,2,0.63,374.2,26.57,48.30000000000001,1,1,1.0
11,3,592.74,285.13,79.62,41.620000000000005,1,1,1.0
12,1,210.0,250.37,92.83999999999997,40.74000000000001,1,1,1.0
12,3,576.63,287.97,82.47000000000003,41.61999999999995,1,1,1.0
13,1,210.0,250.4,92.83999999999997,40.73999999999998,1,1,1.0
13,3,560.53,288.92,86.26999999999998,41.620000000000005,1,1,1.0
14,1,210.0,250.43,92.83999999999997,40.74000000000001,1,1,1.0
14,3,547.26,292.71,86.27999999999997,41.620000000000005,1,1,1.0
15,1,210.0,250.46,92.83999999999997,40.72999999999999,1,1,1.0
15,3,529.26,295.55,86.27999999999997,41.620000000000005,1,1,1.0
16,1,210.0,250.48,92.83999999999997,40.74000000000004,1,1,1.0
16,3,512.21,298.39,86.26999999999998,41.620000000000005,1,1,1.0
17,1,210.0,250.51,92.83999999999997,40.74000000000001,1,1,1.0
17,3,496.1,300.28,89.5,41.63000000000005,1,1,0.0
18,1,210.0,250.54,92.83999999999997,40.72999999999999,1,1,1.0
18,3,475.73,300.28,92.26999999999998,46.620000000000005,1,1,0.0
19,1,210.0,250.56,92.83999999999997,40.74000000000001,1,1,1.0
19,3,457.59,302.27,94.01000000000005,46.620000000000005,1,1,1.0
20,1,210.0,250.59,92.83999999999997,40.73999999999998,1,1,1.0
20,3,441.94,304.01,94.01000000000005,49.889999999999986,1,1,1.0
21,1,210.0,250.62,92.83999999999997,40.74000000000001,1,1,1.0
21,3,424.25,305.92,99.35000000000002,52.18000000000001,1,1,1.0
22,1,210.0,250.65,92.83999999999997,40.72999999999999,1,1,1.0
