1,1,0.13,13.53,17.55,30.71,1,1,1.0
1,2,52.77,61.3,123.31,58.49000000000001,1,1,1.0
1,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
1,4,317.54,0.0,393.16,114.0,1,1,1.0
2,1,0.13,13.53,9.77,30.71,1,1,1.0
2,2,36.3,59.8,118.00000000000001,57.60000000000001,1,1,1.0
2,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
2,4,317.34,0.0,393.16,113.95,1,1,1.0
3,2,20.2,56.0,113.8,56.0,1,1,1.0
3,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
3,4,317.13,0.0,393.15999999999997,113.9,1,1,1.0
4,2,5.0,53.6,102.7,58.4,1,1,1.0
4,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
4,4,316.93,0.0,393.16,113.85,1,1,1.0
5,2,0.5,50.2,93.6,53.89999999999999,1,1,1.0
5,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
5,4,316.73,0.0,393.15,113.8,1,1,1.0
6,2,0.5,48.4,75.4,48.6,1,1,1.0
6,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
6,4,316.52,0.0,393.15999999999997,113.75,1,1,1.0
7,2,0.5,44.9,58.4,50.4,1,1,1.0
7,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
7,4,316.32,0.0,393.16,113.69,1,1,1.0
8,2,0.5,41.4,43.1,51.50000000000001,1,1,1.0
8,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
8,4,316.11,0.0,393.15999999999997,113.64,1,1,1.0
9,2,0.5,41.4,29.0,48.00000000000001,1,1,1.0
9,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
9,4,315.91,0.0,393.16,113.59,1,1,1.0
10,2,0.5,41.4,12.5,40.4,1,1,1.0
10,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
10,4,315.71,0.0,393.15000000000003,113.54,1,1,1.0
10,5,910.7,189.81,47.370000000000005,84.60000000000002,1,1,1.0
11,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
11,4,315.5,0.0,393.15999999999997,113.49,1,1,1.0
11,5,872.3,188.7,85.7700000000001,81.19999999999999,1,1,1.0
12,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
12,4,315.3,0.0,393.16,113.44,1,1,1.0
12,5,824.9,175.2,133.17000000000007,94.69999999999999,1,1,1.0
13,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
13,4,315.09,0.0,393.16,113.39,1,1,1.0
13,5,784.3,157.2,173.7700000000001,112.69999999999999,1,1,1.0
14,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
14,4,314.89,0.0,393.15999999999997,113.34,1,1,1.0
14,5,735.8,150.4,222.2700000000001,119.49999999999997,1,1,1.0
14,6,0.42,177.4,14.67,47.379999999999995,1,1,1.0
15,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
15,4,314.69,0.0,393.15000000000003,113.29,1,1,1.0
15,5,697.4,143.6,260.6700000000001,126.29999999999998,1,1,1.0
15,6,0.42,167.3,29.279999999999998,68.79999999999998,1,1,1.0
16,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
16,4,314.48,0.0,393.15999999999997,113.24,1,1,1.0
16,5,659.05,137.9,260.34000000000003,109.44,1,1,1.0
16,6,0.42,167.3,51.78,90.19999999999999,1,1,1.0
17,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
17,4,314.28,0.0,393.1600000000001,113.18,1,1,1.0
17,5,621.83,130.0,262.5999999999999,111.69999999999999,1,1,1.0
17,6,0.0,167.3,73.6,99.19999999999999,1,1,1.0
18,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
18,4,314.07,0.0,393.16,113.13,1,1,1.0
18,5,581.22,122.1,262.6,111.70000000000002,1,1,1.0
18,6,0.0,169.56,95.55,112.19,1,1,1.0
19,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
19,4,313.87,0.0,393.15999999999997,113.08,1,1,1.0
19,5,545.1,117.6,249.10000000000002,102.70000000000002,1,1,1.0
19,6,0.0,171.81,117.5,125.19,1,1,1.0
20,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
20,4,313.67,0.0,393.15000000000003,113.03,1,1,1.0
20,5,516.9,110.8,237.80000000000007,98.22000000000001,1,1,1.0
20,6,1.13,180.84,143.47,125.17999999999998,1,1,1.0
21,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
21,4,313.46,0.0,393.16,112.98,1,1,1.0
21,5,479.68,109.67,228.82,94.83,1,1,1.0
21,6,1.13,188.7,168.27,130.90000000000003,1,1,1.0
22,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
22,4,313.26,0.0,393.15999999999997,112.93,1,1,1.0
22,5,458.24,102.9,228.83000000000004,94.82999999999998,1,1,1.0
22,6,2.26,197.72,190.84,135.38000000000002,1,1,1.0
23,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
23,4,313.05,0.0,393.16,112.88,1,1,1.0
23,5,426.66,95.01,228.82999999999998,94.83,1,1,1.0
23,6,14.66,205.6,211.14000000000001,144.4,1,1,1.0
24,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
24,4,312.85,0.0,393.15999999999997,112.83,1,1,1.0
24,5,399.59,88.24,228.82,94.83,1,1,1.0
24,6,34.97,218.01,230.33,153.39,1,1,1.0
25,3,95.17,0.0,221.77999999999997,59.84,1,1,1.0
